sample_id	bacteria	antibiotics	phenotype	CID	MolecularFormula	MolecularWeight	CanonicalSMILES
SAMN04622922	Escherichia coli	cefazolin	resistant	33255	C14H14N8O4S3	454.5	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
SAMN04622922	Escherichia coli	cefepime	susceptible	5479537	C19H24N6O5S2	480.6	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
SAMN04622922	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN04622922	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN04622922	Escherichia coli	ertapenem	susceptible	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN04622922	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN04622922	Escherichia coli	imipenem	susceptible	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN04622922	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN04622922	Escherichia coli	meropenem	susceptible	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN04622922	Escherichia coli	piperacillin-tazobactam	susceptible	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN04622922	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN04622923	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN04622923	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN04622923	Escherichia coli	aztreonam	resistant	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN04622923	Escherichia coli	cefazolin	resistant	33255	C14H14N8O4S3	454.5	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
SAMN04622923	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN04622923	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN04622923	Escherichia coli	ertapenem	susceptible	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN04622923	Escherichia coli	gentamicin	resistant	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN04622923	Escherichia coli	imipenem	susceptible	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN04622923	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN04622923	Escherichia coli	meropenem	susceptible	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN04622923	Escherichia coli	piperacillin-tazobactam	susceptible	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN04622923	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN04622924	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN04622924	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN04622924	Escherichia coli	aztreonam	resistant	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN04622924	Escherichia coli	cefazolin	resistant	33255	C14H14N8O4S3	454.5	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
SAMN04622924	Escherichia coli	cefepime	resistant	5479537	C19H24N6O5S2	480.6	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
SAMN04622924	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN04622924	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN04622924	Escherichia coli	ertapenem	susceptible	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN04622924	Escherichia coli	gentamicin	resistant	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN04622924	Escherichia coli	imipenem	susceptible	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN04622924	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN04622924	Escherichia coli	meropenem	susceptible	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN04622924	Escherichia coli	piperacillin-tazobactam	susceptible	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN04622924	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN04622925	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN04622925	Escherichia coli	amoxicillin-clavulanic acid	susceptible	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN04622925	Escherichia coli	ampicillin	susceptible	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN04622925	Escherichia coli	aztreonam	susceptible	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN04622925	Escherichia coli	cefazolin	susceptible	33255	C14H14N8O4S3	454.5	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
SAMN04622925	Escherichia coli	cefepime	susceptible	5479537	C19H24N6O5S2	480.6	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
SAMN04622925	Escherichia coli	ceftriaxone	susceptible	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN04622925	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN04622925	Escherichia coli	ertapenem	susceptible	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN04622925	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN04622925	Escherichia coli	imipenem	susceptible	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN04622925	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN04622925	Escherichia coli	meropenem	susceptible	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN04622925	Escherichia coli	piperacillin-tazobactam	susceptible	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN04622925	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN04622926	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN04622926	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN04622926	Escherichia coli	aztreonam	resistant	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN04622926	Escherichia coli	cefazolin	resistant	33255	C14H14N8O4S3	454.5	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
SAMN04622926	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN04622926	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN04622926	Escherichia coli	ertapenem	susceptible	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN04622926	Escherichia coli	gentamicin	resistant	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN04622926	Escherichia coli	imipenem	susceptible	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN04622926	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN04622926	Escherichia coli	meropenem	susceptible	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN04622926	Escherichia coli	piperacillin-tazobactam	susceptible	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN04622926	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN04622927	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN04622927	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN04622927	Escherichia coli	aztreonam	resistant	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN04622927	Escherichia coli	cefazolin	resistant	33255	C14H14N8O4S3	454.5	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
SAMN04622927	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN04622927	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN04622927	Escherichia coli	ertapenem	susceptible	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN04622927	Escherichia coli	gentamicin	resistant	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN04622927	Escherichia coli	imipenem	susceptible	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN04622927	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN04622927	Escherichia coli	meropenem	susceptible	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN04622927	Escherichia coli	piperacillin-tazobactam	susceptible	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN04622927	Escherichia coli	trimethoprim-sulfamethoxazole	resistant	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN04622928	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN04622928	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN04622928	Escherichia coli	aztreonam	resistant	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN04622928	Escherichia coli	cefazolin	resistant	33255	C14H14N8O4S3	454.5	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
SAMN04622928	Escherichia coli	cefepime	susceptible	5479537	C19H24N6O5S2	480.6	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
SAMN04622928	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN04622928	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN04622928	Escherichia coli	ertapenem	susceptible	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN04622928	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN04622928	Escherichia coli	imipenem	susceptible	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN04622928	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN04622928	Escherichia coli	meropenem	susceptible	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN04622928	Escherichia coli	piperacillin-tazobactam	susceptible	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN04622928	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN05170063	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN05170063	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN05170063	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN05170063	Escherichia coli	aztreonam	resistant	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN05170063	Escherichia coli	cefepime	resistant	5479537	C19H24N6O5S2	480.6	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
SAMN05170063	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN05170063	Escherichia coli	ceftazidime	resistant	5481173	C22H22N6O7S2	546.6	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
SAMN05170063	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN05170063	Escherichia coli	ciprofloxacin	susceptible	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN05170063	Escherichia coli	doripenem	resistant	73303	C15H24N4O6S2	420.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O
SAMN05170063	Escherichia coli	ertapenem	resistant	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN05170063	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN05170063	Escherichia coli	imipenem	resistant	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN05170063	Escherichia coli	levofloxacin	susceptible	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
SAMN05170063	Escherichia coli	meropenem	resistant	441130	C17H25N3O5S	383.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
SAMN05170063	Escherichia coli	piperacillin-tazobactam	resistant	23724843	C33H38N9NaO12S2	839.8	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
SAMN05170063	Escherichia coli	tetracycline	resistant	54675776	C22H24N2O8	444.4	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
SAMN05170063	Escherichia coli	tobramycin	susceptible	36294	C18H37N5O9	467.5	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
SAMN05170063	Escherichia coli	trimethoprim-sulfamethoxazole	susceptible	358641	C24H29N7O6S	543.6	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
SAMN05170069	Escherichia coli	amikacin	susceptible	37768	C22H43N5O13	585.6	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
SAMN05170069	Escherichia coli	amoxicillin-clavulanic acid	resistant	23665637	C24H27KN4O10S	602.7	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
SAMN05170069	Escherichia coli	ampicillin	resistant	6249	C16H19N3O4S	349.4	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
SAMN05170069	Escherichia coli	aztreonam	resistant	5742832	C13H17N5O8S2	435.4	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
SAMN05170069	Escherichia coli	cefepime	resistant	5479537	C19H24N6O5S2	480.6	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
SAMN05170069	Escherichia coli	cefoxitin	resistant	441199	C16H17N3O7S2	427.5	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
SAMN05170069	Escherichia coli	ceftazidime	resistant	5481173	C22H22N6O7S2	546.6	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
SAMN05170069	Escherichia coli	ceftriaxone	resistant	5479530	C18H18N8O7S3	554.6	CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
SAMN05170069	Escherichia coli	ciprofloxacin	resistant	2764	C17H18FN3O3	331.34	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
SAMN05170069	Escherichia coli	doripenem	resistant	73303	C15H24N4O6S2	420.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O
SAMN05170069	Escherichia coli	ertapenem	resistant	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
SAMN05170069	Escherichia coli	gentamicin	susceptible	3467	C21H43N5O7	477.6	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
SAMN05170069	Escherichia coli	imipenem	resistant	104838	C12H17N3O4S	299.35	CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
SAMN05170069	Escherichia coli	levofloxacin	resistant	149096	C18H20FN3O4	361.4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
